collection_date_ist,observed_timestamp_ist,underlying,spot_source,spot_last_price,spot_timestamp,expiry_date,days_to_expiry,band_low,band_high,tradingsymbol,instrument_token,strike,option_type,moneyness_pct,quote_source,quote_timestamp,quote_age_seconds,bid,ask,mid,last_price,volume,oi,spread_points,spread_pct,all_quote_available,quote_freshness_pass,spread_quality_pass,broker_order_allowed,order_route,source_file,selection_reason,is_otm,moneyness_bucket,modeled_iv,modeled_iv_pct,bucket_mean_modeled_iv,iv_rank_with_available_history
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670722100PE,11394818,22100.0,PE,-0.0806663297163169,kite_quote_api,2026-07-01 13:37:59,0.0,1.95,2.0,1.975,2.0,1875185,254735,0.05,0.0253164556962025,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,selected_profile_leg_supplement,True,6_10pct,0.2727398053595794,27.273980535957943,0.2727398053595794,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670722850PE,11405058,22850.0,PE,-0.0494672232587258,kite_quote_api,2026-07-01 13:37:59,0.0,3.95,4.0,3.975,3.95,2996630,896610,0.0499999999999998,0.0125786163522012,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,4_6pct,0.19395841912530687,19.39584191253069,0.1830748384385217,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670722900PE,11407106,22900.0,PE,-0.0473872828282199,kite_quote_api,2026-07-01 13:38:00,0.0,4.1,4.15,4.125,4.15,9195485,2832440,0.0500000000000007,0.0121212121212122,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,4_6pct,0.18798212637906536,18.798212637906538,0.1830748384385217,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670722950PE,11407618,22950.0,PE,-0.0453073423977138,kite_quote_api,2026-07-01 13:37:59,0.0,4.4,4.45,4.425000000000001,4.4,4176640,1150110,0.0499999999999998,0.0112994350282485,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,4_6pct,0.18287641829653856,18.287641829653857,0.1830748384385217,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723000PE,11408130,23000.0,PE,-0.0432274019672077,kite_quote_api,2026-07-01 13:38:00,0.0,4.7,4.8,4.75,4.7,19416085,7490535,0.0999999999999996,0.0210526315789472,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,4_6pct,0.17770263979072487,17.77026397907249,0.1830748384385217,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723050PE,11408642,23050.0,PE,-0.0411474615367016,kite_quote_api,2026-07-01 13:37:59,0.0,5.15,5.2,5.175000000000001,5.15,4332445,1323205,0.0499999999999998,0.0096618357487922,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,4_6pct,0.17285458860097286,17.285458860097286,0.1830748384385217,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723100PE,11409154,23100.0,PE,-0.0390675211061956,kite_quote_api,2026-07-01 13:38:00,0.0,5.55,5.6,5.574999999999999,5.55,10647195,3496805,0.0499999999999998,0.0089686098654708,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,2_4pct,0.1675886742934159,16.75886742934159,0.14918027602912243,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723150PE,11409666,23150.0,PE,-0.0369875806756895,kite_quote_api,2026-07-01 13:38:00,0.0,6.0,6.05,6.025,6.05,5324605,1096810,0.0499999999999998,0.0082987551867219,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,2_4pct,0.16230570270703137,16.230570270703137,0.14918027602912243,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723200PE,11410178,23200.0,PE,-0.0349076402451834,kite_quote_api,2026-07-01 13:38:00,0.0,6.6,6.65,6.625,6.6,12168260,3233620,0.0500000000000007,0.0075471698113208,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,2_4pct,0.15739549267184777,15.739549267184778,0.14918027602912243,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723250PE,11410690,23250.0,PE,-0.0328276998146773,kite_quote_api,2026-07-01 13:37:59,0.0,7.3,7.35,7.324999999999999,7.35,7478250,1979055,0.0499999999999998,0.0068259385665528,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,2_4pct,0.1525186236621734,15.251862366217338,0.14918027602912243,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723300PE,11411202,23300.0,PE,-0.0307477593841712,kite_quote_api,2026-07-01 13:37:59,0.0,8.3,8.4,8.350000000000001,8.35,16666585,5729230,0.0999999999999996,0.0119760479041915,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band|selected_profile_leg,True,2_4pct,0.14838850032429818,14.838850032429818,0.14918027602912243,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723350PE,11412738,23350.0,PE,-0.0286678189536652,kite_quote_api,2026-07-01 13:37:59,0.0,9.9,10.0,9.95,9.9,8599370,1872195,0.0999999999999996,0.0100502512562813,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,2_4pct,0.14546194165543075,14.546194165543074,0.14918027602912243,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723400PE,11413762,23400.0,PE,-0.0265878785231591,kite_quote_api,2026-07-01 13:38:00,0.0,11.65,11.75,11.7,11.7,19931730,6704750,0.0999999999999996,0.0085470085470085,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,2_4pct,0.1420701812975812,14.20701812975812,0.14918027602912243,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723450PE,11414274,23450.0,PE,-0.024507938092653,kite_quote_api,2026-07-01 13:38:00,0.0,14.55,14.6,14.575,14.6,11993020,1583205,0.0499999999999989,0.0034305317324184,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,2_4pct,0.14049828525768815,14.049828525768815,0.14918027602912243,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723500PE,11414786,23500.0,PE,-0.0224279976621469,kite_quote_api,2026-07-01 13:37:59,0.0,17.9,17.95,17.924999999999997,17.85,38125165,6642480,0.0500000000000007,0.00278940027894,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,2_4pct,0.13859688597685982,13.859688597685981,0.14918027602912243,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723550PE,11415298,23550.0,PE,-0.0203480572316409,kite_quote_api,2026-07-01 13:38:00,0.0,22.1,22.2,22.15,22.15,13650130,1688895,0.0999999999999978,0.0045146726862301,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,2_4pct,0.1369784724448977,13.697847244489768,0.14918027602912243,0.5
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723600PE,11415810,23600.0,PE,-0.0182681168011348,kite_quote_api,2026-07-01 13:38:00,0.0,27.25,27.35,27.3,27.3,32261710,4535830,0.1000000000000014,0.0036630036630037,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,0_2pct,0.13541680832232567,13.541680832232567,0.13099840928223602,1.0
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723650PE,11416322,23650.0,PE,-0.0161881763706288,kite_quote_api,2026-07-01 13:38:00,0.0,33.4,33.55,33.474999999999994,33.5,16663725,2192060,0.1499999999999985,0.0044809559372665,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,0_2pct,0.13382196874534186,13.382196874534186,0.13099840928223602,1.0
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723700PE,11419138,23700.0,PE,-0.0141082359401227,kite_quote_api,2026-07-01 13:37:59,0.0,41.1,41.2,41.150000000000006,41.1,36915320,4734080,0.1000000000000014,0.0024301336573511,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,0_2pct,0.1325802946986802,13.25802946986802,0.13099840928223602,1.0
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723750PE,11419650,23750.0,PE,-0.0120282955096167,kite_quote_api,2026-07-01 13:37:59,0.0,50.3,50.5,50.4,50.3,25881115,3114345,0.2000000000000028,0.003968253968254,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,0_2pct,0.13147486190739321,13.147486190739322,0.13099840928223602,1.0
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723800PE,11420930,23800.0,PE,-0.0099483550791106,kite_quote_api,2026-07-01 13:37:59,0.0,61.55,61.75,61.65,61.8,64833730,6368830,0.2000000000000028,0.0032441200324412,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,0_2pct,0.13071164563017296,13.071164563017296,0.13099840928223602,1.0
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723850PE,11421442,23850.0,PE,-0.0078684146486045,kite_quote_api,2026-07-01 13:37:59,0.0,74.6,74.8,74.69999999999999,74.45,47106540,3873805,0.2000000000000028,0.0026773761713521,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,0_2pct,0.12985192083587455,12.985192083587455,0.13099840928223602,1.0
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723900PE,11421954,23900.0,PE,-0.0057884742180984,kite_quote_api,2026-07-01 13:38:00,0.0,90.2,90.35,90.275,90.35,114655970,11701365,0.1499999999999914,0.0016615895873718,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,0_2pct,0.12940312469079202,12.9403124690792,0.13099840928223602,1.0
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670723950PE,11422466,23950.0,PE,-0.0037085337875923,kite_quote_api,2026-07-01 13:38:00,0.0,107.0,107.25,107.125,107.05,76449815,6126380,0.25,0.0023337222870478,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,0_2pct,0.12811422727857813,12.811422727857813,0.13099840928223602,1.0
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670724000PE,11422978,24000.0,PE,-0.0016285933570863,kite_quote_api,2026-07-01 13:38:00,0.0,127.15,127.35,127.25,127.35,150152795,14698515,0.1999999999999886,0.0015717092337916,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,0_2pct,0.1276108314309657,12.761083143096569,0.13099840928223602,1.0
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670724050CE,11423234,24050.0,CE,0.0004513470734197,kite_quote_api,2026-07-01 13:37:59,0.0,157.15,157.5,157.325,157.3,70441085,4811755,0.3499999999999943,0.0022246941045605,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,0_2pct,0.12273266361893712,12.273266361893711,0.12018314602098346,1.0
2026-07-01,2026-07-01T13:37:56.897193+05:30,NIFTY,NSE:NIFTY 50,24039.15,2026-07-01 13:37:56,2026-07-07,6,22837.1925,25241.1075,NIFTY2670724100CE,11426050,24100.0,CE,0.0025312875039258,kite_quote_api,2026-07-01 13:37:59,0.0,131.85,132.2,132.02499999999998,131.85,89147500,6410170,0.3499999999999943,0.0026510130657072,True,True,True,False,blocked_no_broker_call,tb11_nifty_chain_band_quote_collector_detail_20260701.csv,spot_band,True,0_2pct,0.12181809354861975,12.181809354861976,0.12018314602098346,1.0
